Id_bien;Code_Commune;Type_Local;Surface_Bati;Nombre_Piece_Princ
1;1;Appartement;48;3
2;205;Appartement;40;1
3;142;Appartement;82;3
4;228;Appartement;27;1
5;326;Appartement;47;2
6;331;Appartement;24;1
7;327;Appartement;70;3
8;343;Appartement;66;3
9;372;Appartement;19;1
10;366;Maison;99;4
11;390;Appartement;34;2
12;480;Maison;100;5
13;595;Appartement;31;1
14;602;Appartement;67;3
15;732;Appartement;46;2
16;796;Appartement;27;1
17;783;Appartement;12;1
18;877;Appartement;29;2
19;782;Appartement;51;2
20;907;Appartement;18;1
21;949;Appartement;51;2
22;948;Appartement;85;3
23;1038;Maison;89;4
24;1035;Appartement;46;2
25;1054;Appartement;77;4
26;1156;Maison;53;3
27;1170;Appartement;48;2
28;1286;Appartement;45;2
29;1326;Appartement;48;2
30;1482;Appartement;79;4
31;1512;Appartement;39;2
32;1595;Appartement;44;3
33;1618;Appartement;124;4
34;1642;Appartement;71;3
35;1698;Appartement;48;2
36;1734;Appartement;18;1
37;1718;Appartement;97;5
38;1710;Appartement;32;1
39;1953;Appartement;51;2
40;1908;Appartement;20;1
41;2194;Appartement;33;2
42;2166;Appartement;39;2
43;2196;Appartement;20;1
44;2162;Appartement;88;4
45;3200;Appartement;41;2
46;3201;Appartement;32;2
47;3203;Appartement;120;4
48;3203;Appartement;28;2
49;3203;Appartement;28;2
50;3204;Appartement;41;2
51;3204;Appartement;51;3
52;3204;Appartement;10;1
53;3207;Appartement;88;4
54;3210;Appartement;18;1
55;3210;Appartement;39;2
56;3210;Appartement;25;2
57;2222;Appartement;59;4
58;2211;Appartement;58;3
59;2248;Appartement;25;1
60;2341;Appartement;40;2
61;2426;Appartement;89;4
62;2411;Appartement;107;5
63;2408;Appartement;70;4
64;2408;Appartement;40;2
65;2447;Appartement;142;5
66;2425;Appartement;74;3
67;2412;Appartement;48;2
68;2622;Appartement;50;2
69;2637;Appartement;20;1
70;2639;Appartement;38;2
71;2635;Maison;91;5
72;2658;Appartement;40;2
73;2728;Appartement;45;2
74;2736;Appartement;30;1
75;2735;Appartement;75;4
76;2744;Appartement;62;2
77;2746;Appartement;43;2
78;2924;Appartement;128;5
79;2855;Appartement;43;2
80;2950;Appartement;55;3
81;2945;Appartement;65;3
82;2949;Appartement;59;3
83;2952;Appartement;55;2
84;3011;Maison;90;4
85;3012;Appartement;77;4
86;2984;Appartement;46;2
87;3003;Appartement;24;2
88;3050;Appartement;67;3
89;3047;Maison;66;4
90;3047;Appartement;49;2
91;3061;Appartement;17;1
92;3136;Appartement;69;4
93;3068;Maison;93;5
94;3139;Appartement;56;3
95;48;Appartement;47;1
96;55;Appartement;156;6
97;73;Appartement;77;3
98;79;Appartement;25;1
99;78;Appartement;133;4
100;77;Appartement;33;1
101;204;Appartement;41;2
102;226;Appartement;58;3
103;142;Appartement;98;4
104;142;Appartement;95;3
105;144;Appartement;68;3
106;162;Appartement;58;2
107;278;Appartement;52;3
108;328;Appartement;51;3
109;315;Appartement;50;2
110;314;Appartement;30;1
111;324;Appartement;51;3
112;325;Appartement;52;3
113;363;Appartement;59;2
114;367;Appartement;13;1
115;368;Appartement;53;2
116;370;Maison;32;2
117;390;Appartement;33;1
118;389;Maison;50;3
119;460;Appartement;67;4
120;459;Appartement;57;2
121;431;Appartement;64;4
122;468;Appartement;33;1
123;482;Appartement;147;5
124;564;Maison;105;5
125;664;Appartement;50;2
126;722;Appartement;39;2
127;663;Appartement;19;1
128;665;Appartement;60;3
129;774;Appartement;57;2
130;817;Appartement;44;2
131;783;Appartement;60;4
132;785;Maison;86;4
133;802;Appartement;45;2
134;904;Appartement;24;1
135;1037;Appartement;42;2
136;1035;Appartement;70;3
137;1103;Appartement;20;1
138;1054;Appartement;95;3
139;1098;Appartement;62;3
140;1172;Maison;25;1
141;1157;Appartement;19;1
142;1166;Maison;47;3
143;1233;Maison;93;4
144;1280;Appartement;64;3
145;1278;Appartement;47;2
146;1284;Appartement;42;2
147;1356;Appartement;65;3
148;1360;Appartement;69;1
149;1445;Appartement;47;2
150;1488;Appartement;121;4
151;1512;Appartement;38;2
152;1580;Appartement;105;3
153;1626;Appartement;80;3
154;1667;Maison;30;2
155;1690;Maison;139;5
156;1718;Appartement;37;1
157;1718;Maison;210;8
158;1719;Appartement;30;2
159;1699;Appartement;74;4
160;1710;Appartement;68;3
161;1776;Appartement;45;2
162;1816;Appartement;47;2
163;1905;Appartement;109;4
164;1952;Appartement;43;2
165;2007;Appartement;71;3
166;1910;Appartement;38;1
167;1910;Appartement;75;3
168;2038;Appartement;76;4
169;2038;Appartement;106;4
170;2168;Appartement;21;1
171;2195;Appartement;76;3
172;3214;Appartement;37;3
173;3195;Appartement;12;1
174;3213;Appartement;25;2
175;3200;Appartement;20;1
176;3198;Appartement;28;1
177;3199;Appartement;83;3
178;3201;Appartement;31;2
179;3203;Appartement;56;3
180;3203;Appartement;30;2
181;3204;Appartement;50;2
182;3206;Appartement;26;1
183;3207;Appartement;37;2
184;3207;Appartement;97;6
185;3209;Appartement;75;3
186;3209;Appartement;47;2
187;3210;Appartement;50;3
188;3210;Appartement;51;3
189;3210;Appartement;50;2
190;3210;Appartement;30;2
191;3210;Appartement;68;3
192;3211;Appartement;25;1
193;2229;Appartement;20;1
194;2232;Appartement;30;1
195;2211;Appartement;39;2
196;2352;Appartement;29;2
197;2290;Appartement;25;1
198;2348;Appartement;53;2
199;2348;Appartement;31;1
200;2359;Maison;102;5
201;2317;Appartement;60;3
202;2347;Maison;76;4
203;2256;Appartement;33;2
204;2256;Appartement;45;2
205;2400;Appartement;76;3
206;2456;Appartement;42;2
207;2420;Appartement;66;4
208;2420;Appartement;55;3
209;2495;Appartement;28;1
210;2507;Maison;107;6
211;2413;Appartement;51;3
212;2407;Appartement;82;4
213;2567;Maison;71;3
214;2634;Appartement;51;2
215;2634;Appartement;15;1
216;2633;Appartement;30;2
217;2632;Appartement;64;3
218;2716;Appartement;37;2
219;2714;Appartement;64;3
220;2718;Appartement;64;3
221;2702;Maison;88;4
222;2775;Appartement;82;3
223;2814;Appartement;44;2
224;2814;Appartement;56;3
225;2820;Appartement;63;4
226;2822;Maison;168;6
227;2850;Appartement;49;3
228;2853;Appartement;96;5
229;2869;Appartement;44;2
230;2868;Maison;118;5
231;2848;Maison;45;2
232;2948;Appartement;66;4
233;2948;Appartement;40;3
234;2948;Appartement;54;2
235;2946;Appartement;52;3
236;2955;Appartement;56;1
237;2955;Appartement;88;4
238;2955;Appartement;23;1
239;2955;Appartement;29;2
240;2955;Appartement;119;4
241;2966;Appartement;77;1
242;2964;Appartement;50;3
243;2970;Appartement;74;3
244;2950;Appartement;62;3
245;2950;Appartement;35;2
246;2950;Appartement;32;2
247;2945;Appartement;92;4
248;2959;Appartement;63;3
249;2944;Appartement;61;3
250;2942;Appartement;25;1
251;2942;Appartement;46;2
252;2942;Appartement;47;2
253;2972;Appartement;43;2
254;2989;Appartement;35;2
255;2981;Appartement;30;2
256;2986;Appartement;71;3
257;3016;Appartement;147;6
258;3029;Appartement;21;1
259;3033;Appartement;42;2
260;3064;Appartement;15;1
261;3028;Appartement;67;3
262;3022;Appartement;76;3
263;3060;Appartement;50;2
264;3020;Appartement;62;3
265;3049;Appartement;34;2
266;3031;Appartement;39;2
267;3048;Appartement;82;4
268;3061;Appartement;50;3
269;3061;Appartement;20;1
270;3135;Appartement;63;3
271;3069;Appartement;46;2
272;3069;Appartement;57;3
273;3067;Appartement;77;4
274;3070;Appartement;61;3
275;77;Appartement;119;4
276;374;Appartement;30;2
277;370;Appartement;30;2
278;1512;Appartement;46;2
279;2167;Appartement;62;3
280;2290;Appartement;49;2
281;2535;Appartement;35;1
282;2565;Appartement;67;4
283;2885;Appartement;36;1
284;13;Appartement;75;3
285;3;Maison;109;5
286;81;Appartement;120;4
287;209;Appartement;32;2
288;170;Appartement;24;1
289;211;Appartement;36;2
290;149;Appartement;29;1
291;149;Appartement;57;2
292;142;Appartement;33;2
293;142;Appartement;144;4
294;277;Appartement;63;3
295;279;Appartement;50;3
296;276;Appartement;48;2
297;276;Appartement;66;3
298;300;Appartement;25;3
299;300;Appartement;28;2
300;326;Appartement;84;5
301;329;Appartement;37;3
302;331;Appartement;30;1
303;331;Appartement;114;4
304;336;Maison;61;3
305;323;Appartement;63;3
306;322;Appartement;40;3
307;322;Appartement;22;1
308;327;Appartement;86;4
309;325;Appartement;32;1
310;321;Appartement;111;5
311;371;Appartement;43;2
312;370;Appartement;46;2
313;415;Appartement;78;3
314;425;Appartement;71;3
315;431;Appartement;123;4
316;620;Maison;32;2
317;668;Maison;84;4
318;666;Appartement;40;1
319;665;Appartement;65;3
320;773;Appartement;38;2
321;730;Appartement;65;3
322;797;Appartement;59;3
323;797;Appartement;50;2
324;783;Appartement;26;1
325;878;Appartement;35;2
326;800;Appartement;19;1
327;816;Appartement;65;2
328;947;Appartement;23;1
329;908;Appartement;43;2
330;910;Appartement;72;3
331;901;Appartement;71;3
332;960;Appartement;61;3
333;965;Appartement;17;1
334;1037;Appartement;66;3
335;1054;Appartement;31;2
336;1055;Appartement;62;3
337;1055;Appartement;73;3
338;1097;Appartement;17;1
339;1056;Appartement;61;4
340;1056;Appartement;81;4
341;1139;Maison;101;5
342;1157;Appartement;78;4
343;1160;Appartement;46;2
344;1158;Maison;50;3
345;1165;Appartement;65;3
346;1165;Appartement;90;4
347;1159;Maison;74;4
348;1234;Appartement;66;3
349;1248;Appartement;77;3
350;1248;Appartement;42;2
351;1248;Appartement;59;2
352;1250;Appartement;70;4
353;1260;Appartement;50;2
354;1285;Maison;51;3
355;1277;Maison;50;1
356;1325;Appartement;68;2
357;1293;Appartement;52;2
358;1358;Appartement;60;3
359;1357;Appartement;68;4
360;1356;Appartement;45;2
361;1355;Appartement;26;1
362;1419;Appartement;75;3
363;1418;Appartement;20;1
364;1435;Appartement;40;2
365;1462;Appartement;59;2
366;1476;Appartement;30;1
367;1482;Appartement;44;2
368;1543;Appartement;56;3
369;1594;Appartement;38;2
370;1714;Appartement;44;2
371;1737;Appartement;80;4
372;1800;Maison;82;4
373;1852;Appartement;54;2
374;1975;Appartement;61;3
375;1956;Maison;102;4
376;2007;Appartement;57;3
377;1913;Appartement;54;3
378;1927;Appartement;52;1
379;1908;Appartement;52;2
380;2065;Appartement;21;1
381;2087;Appartement;27;2
382;2166;Appartement;25;2
383;2157;Appartement;47;2
384;3195;Appartement;26;2
385;3195;Appartement;11;1
386;3213;Appartement;27;2
387;3200;Appartement;26;1
388;3198;Appartement;29;1
389;3198;Appartement;109;5
390;3198;Appartement;163;5
391;3198;Appartement;79;3
392;3198;Appartement;52;2
393;3201;Appartement;29;2
394;3201;Appartement;50;2
395;3201;Appartement;71;3
396;3201;Appartement;48;3
397;3203;Appartement;23;1
398;3203;Appartement;135;5
399;3203;Appartement;53;3
400;3203;Appartement;32;2
401;3203;Appartement;23;2
402;3204;Appartement;57;3
403;3204;Appartement;50;2
404;3205;Appartement;51;2
405;3206;Appartement;31;3
406;3206;Appartement;75;4
407;3206;Appartement;50;3
408;3207;Appartement;12;1
409;3207;Appartement;62;3
410;3208;Appartement;357;8
411;3208;Appartement;27;1
412;3209;Appartement;55;2
413;3209;Appartement;14;1
414;3209;Appartement;50;3
415;3209;Appartement;135;7
416;3209;Appartement;42;3
417;3209;Appartement;22;1
418;3209;Appartement;80;4
419;3210;Appartement;11;1
420;3211;Appartement;48;2
421;2339;Appartement;52;2
422;2302;Appartement;46;2
423;2341;Appartement;60;3
424;2342;Appartement;55;3
425;2259;Appartement;100;5
426;2256;Appartement;25;1
427;2350;Appartement;40;1
428;2311;Appartement;99;4
429;2254;Maison;107;5
430;2258;Appartement;67;3
431;2431;Appartement;75;3
432;2423;Appartement;54;3
433;2424;Appartement;25;1
434;2424;Appartement;112;5
435;2420;Appartement;53;2
436;2444;Appartement;65;4
437;2445;Appartement;91;5
438;2425;Appartement;20;1
439;2407;Maison;110;5
440;2535;Appartement;20;1
441;2544;Maison;85;4
442;2566;Appartement;52;2
443;2634;Appartement;26;1
444;2639;Appartement;70;3
445;2624;Appartement;51;3
446;2657;Appartement;79;3
447;2732;Appartement;52;3
448;2745;Appartement;44;2
449;2748;Appartement;56;3
450;2753;Appartement;64;3
451;2773;Appartement;49;3
452;2817;Appartement;66;3
453;2872;Maison;89;5
454;2818;Appartement;69;3
455;2850;Maison;109;5
456;2971;Appartement;96;4
457;2948;Appartement;53;3
458;2948;Appartement;60;3
459;2948;Maison;75;5
460;2948;Appartement;52;2
461;2948;Appartement;27;1
462;2946;Appartement;22;2
463;2946;Appartement;50;3
464;2955;Appartement;93;4
465;2955;Appartement;50;2
466;2955;Appartement;50;2
467;2955;Appartement;148;5
468;2953;Appartement;44;2
469;2969;Appartement;20;1
470;2949;Maison;75;3
471;2967;Maison;55;3
472;2952;Appartement;65;3
473;2952;Appartement;84;4
474;2962;Appartement;59;3
475;2944;Appartement;45;3
476;2944;Appartement;68;3
477;2954;Appartement;40;3
478;2954;Appartement;130;4
479;2974;Appartement;67;3
480;2941;Appartement;22;1
481;2942;Appartement;22;1
482;2960;Appartement;53;2
483;2943;Maison;87;4
484;2981;Appartement;60;4
485;2980;Appartement;21;1
486;2980;Appartement;48;3
487;3016;Appartement;48;3
488;3016;Appartement;83;4
489;2995;Appartement;73;4
490;3001;Appartement;93;5
491;3023;Maison;75;4
492;3023;Appartement;57;3
493;3044;Appartement;84;4
494;3025;Appartement;34;2
495;3033;Maison;31;1
496;3026;Appartement;82;4
497;3040;Appartement;68;3
498;3028;Appartement;25;1
499;3030;Appartement;28;1
500;3050;Appartement;39;2
501;3050;Appartement;63;3
502;3060;Appartement;52;3
503;3060;Appartement;28;1
504;3047;Maison;81;5
505;3047;Appartement;77;4
506;3047;Appartement;72;4
507;3021;Maison;300;9
508;3045;Maison;86;4
509;3042;Appartement;39;2
510;3061;Appartement;82;4
511;3061;Appartement;150;5
512;3072;Appartement;45;3
513;3104;Appartement;61;3
514;3134;Appartement;70;3
515;3154;Appartement;94;4
516;3106;Maison;78;4
517;4;Appartement;91;4
518;47;Appartement;90;3
519;6;Appartement;52;2
520;73;Appartement;38;1
521;204;Appartement;23;2
522;151;Appartement;47;2
523;209;Appartement;67;1
524;209;Appartement;70;2
525;215;Appartement;62;3
526;149;Appartement;46;2
527;149;Appartement;42;2
528;167;Appartement;25;1
529;236;Appartement;62;3
530;233;Appartement;86;5
531;233;Appartement;71;4
532;235;Appartement;29;2
533;302;Appartement;48;1
534;299;Appartement;22;2
535;329;Appartement;35;2
536;328;Appartement;65;3
537;315;Appartement;54;3
538;315;Appartement;24;1
539;313;Appartement;35;1
540;314;Appartement;53;3
541;314;Appartement;27;0
542;322;Appartement;21;2
543;327;Appartement;51;1
544;327;Appartement;20;1
545;327;Appartement;18;1
546;327;Appartement;96;4
547;325;Appartement;68;3
548;325;Appartement;77;5
549;321;Appartement;50;2
550;321;Appartement;30;1
551;342;Appartement;68;4
552;370;Appartement;36;2
553;425;Appartement;25;1
554;431;Appartement;35;2
555;481;Appartement;32;1
556;519;Appartement;80;4
557;512;Appartement;75;4
558;548;Appartement;43;2
559;564;Appartement;34;2
560;564;Appartement;65;3
561;584;Appartement;58;3
562;666;Appartement;43;2
563;759;Maison;104;5
564;760;Appartement;80;3
565;731;Appartement;85;3
566;808;Maison;42;2
567;796;Appartement;47;2
568;807;Appartement;60;3
569;819;Maison;80;4
570;798;Appartement;60;3
571;800;Appartement;22;1
572;802;Appartement;52;3
573;900;Appartement;31;2
574;901;Appartement;44;2
575;901;Appartement;21;1
576;1035;Appartement;53;2
577;1054;Appartement;19;0
578;1054;Appartement;68;3
579;1096;Appartement;35;2
580;1059;Appartement;141;4
581;1060;Appartement;75;3
582;1060;Appartement;42;2
583;1134;Appartement;23;2
584;1175;Appartement;24;1
585;1160;Appartement;42;2
586;1165;Appartement;89;4
587;1204;Appartement;74;3
588;1205;Appartement;48;2
589;1277;Appartement;67;4
590;1325;Appartement;24;1
591;1282;Appartement;94;5
592;1282;Appartement;60;3
593;1358;Appartement;69;4
594;1387;Appartement;110;3
595;1419;Appartement;76;3
596;1419;Appartement;77;4
597;1435;Appartement;50;2
598;1421;Appartement;56;3
599;1488;Appartement;75;3
600;1488;Appartement;95;4
601;1505;Appartement;65;3
602;1506;Appartement;52;3
603;1630;Appartement;57;3
604;1625;Appartement;134;5
605;1628;Appartement;33;1
606;1698;Appartement;32;1
607;1801;Appartement;70;4
608;1895;Appartement;31;2
609;1982;Appartement;64;3
610;1977;Appartement;102;6
611;1907;Appartement;52;2
612;1953;Appartement;37;2
613;1953;Appartement;46;2
614;1953;Appartement;71;3
615;1906;Appartement;31;1
616;1909;Appartement;139;3
617;2092;Appartement;21;1
618;2091;Appartement;39;2
619;2134;Appartement;46;2
620;2156;Appartement;37;2
621;3198;Appartement;90;4
622;3199;Appartement;48;3
623;3202;Appartement;35;2
624;3201;Appartement;37;1
625;3203;Appartement;50;3
626;3205;Appartement;32;2
627;3208;Appartement;41;1
628;3211;Appartement;85;3
629;2260;Appartement;71;4
630;2347;Appartement;60;3
631;2427;Appartement;23;1
632;2476;Appartement;75;4
633;2452;Maison;156;6
634;2634;Appartement;90;2
635;2643;Appartement;15;1
636;2633;Appartement;64;3
637;2622;Appartement;38;2
638;2637;Appartement;118;4
639;2636;Appartement;61;3
640;2625;Appartement;84;4
641;2625;Appartement;50;2
642;2629;Appartement;69;3
643;2754;Appartement;74;4
644;2814;Appartement;34;2
645;2829;Appartement;59;3
646;2869;Appartement;29;1
647;2948;Appartement;24;1
648;2955;Appartement;63;3
649;2953;Appartement;17;1
650;2945;Appartement;59;3
651;2945;Appartement;34;2
652;3008;Appartement;54;3
653;2979;Appartement;67;3
654;3064;Appartement;50;3
655;3021;Appartement;35;2
656;3020;Appartement;41;3
657;3019;Appartement;28;2
658;3061;Appartement;37;2
659;3103;Appartement;36;2
660;3133;Appartement;98;4
661;2;Appartement;130;6
662;6;Appartement;60;2
663;226;Appartement;77;3
664;209;Appartement;96;4
665;201;Appartement;25;1
666;201;Appartement;105;4
667;229;Appartement;120;5
668;142;Appartement;36;3
669;144;Appartement;62;3
670;148;Appartement;42;1
671;164;Appartement;75;3
672;228;Appartement;65;3
673;203;Appartement;33;3
674;227;Appartement;27;1
675;276;Appartement;39;2
676;281;Appartement;33;2
677;297;Appartement;36;2
678;300;Appartement;45;3
679;301;Maison;30;2
680;302;Appartement;109;4
681;302;Appartement;34;1
682;298;Appartement;44;2
683;331;Appartement;28;2
684;315;Appartement;40;2
685;313;Appartement;21;1
686;314;Appartement;30;2
687;323;Appartement;30;1
688;327;Appartement;50;2
689;327;Appartement;69;3
690;321;Appartement;68;3
691;321;Appartement;70;3
692;343;Appartement;65;4
693;317;Appartement;106;2
694;368;Appartement;39;2
695;414;Appartement;30;1
696;601;Appartement;53;3
697;595;Appartement;81;5
698;621;Appartement;89;4
699;628;Appartement;38;2
700;701;Appartement;47;3
701;663;Appartement;27;2
702;809;Appartement;31;1
703;809;Appartement;64;3
704;783;Appartement;39;1
705;811;Appartement;46;2
706;810;Maison;81;4
707;815;Maison;66;3
708;781;Appartement;44;2
709;800;Appartement;63;3
710;902;Maison;35;3
711;961;Appartement;62;3
712;1034;Appartement;58;3
713;1055;Appartement;87;4
714;1056;Appartement;83;4
715;1056;Appartement;47;2
716;1172;Appartement;81;4
717;1164;Appartement;120;4
718;1169;Appartement;63;3
719;1344;Appartement;52;3
720;1283;Appartement;35;1
721;1288;Maison;45;2
722;1357;Appartement;24;1
723;1357;Maison;109;4
724;1356;Appartement;83;4
725;1359;Maison;86;3
726;1419;Appartement;29;1
727;1431;Appartement;70;3
728;1476;Appartement;26;1
729;1489;Appartement;39;2
730;1558;Appartement;157;4
731;1587;Appartement;32;2
732;1581;Appartement;39;2
733;1582;Appartement;62;3
734;1637;Appartement;78;3
735;1678;Appartement;67;3
736;1640;Appartement;68;4
737;1711;Appartement;69;4
738;1732;Appartement;63;3
739;1743;Appartement;58;3
740;1776;Appartement;25;1
741;1858;Appartement;72;2
742;1960;Appartement;45;2
743;2013;Appartement;83;3
744;1916;Appartement;102;5
745;1906;Appartement;25;2
746;1906;Appartement;29;1
747;1908;Appartement;123;5
748;1908;Appartement;42;2
749;1909;Appartement;24;1
750;2065;Appartement;17;1
751;2087;Appartement;62;4
752;2161;Appartement;61;2
753;2160;Appartement;45;2
754;3214;Appartement;22;2
755;3195;Appartement;40;1
756;3195;Appartement;21;1
757;3195;Appartement;40;1
758;3213;Appartement;62;4
759;3200;Appartement;44;2
760;3198;Appartement;60;3
761;3198;Appartement;117;5
762;3198;Appartement;81;3
763;3198;Appartement;55;3
764;3199;Appartement;15;1
765;3202;Appartement;51;3
766;3201;Appartement;51;3
767;3203;Appartement;69;4
768;3203;Appartement;50;4
769;3205;Appartement;25;2
770;3206;Appartement;38;2
771;3206;Appartement;43;3
772;3206;Appartement;43;3
773;3206;Appartement;26;1
774;3207;Appartement;55;3
775;3207;Appartement;62;3
776;3208;Appartement;56;2
777;3209;Appartement;80;4
778;3209;Appartement;65;2
779;3209;Appartement;31;2
780;3210;Appartement;58;3
781;3210;Appartement;157;1
782;3212;Appartement;24;1
783;3212;Appartement;34;2
784;3212;Appartement;35;2
785;3211;Appartement;12;1
786;3211;Appartement;44;3
787;2222;Appartement;44;2
788;2290;Maison;129;6
789;2358;Appartement;47;2
790;2270;Appartement;78;4
791;2272;Appartement;34;2
792;2343;Appartement;42;2
793;2269;Appartement;43;2
794;2344;Appartement;47;2
795;2257;Appartement;70;3
796;2346;Appartement;53;3
797;2446;Appartement;34;1
798;2436;Appartement;74;4
799;2443;Maison;95;4
800;2472;Appartement;25;1
801;2411;Appartement;65;3
802;2411;Maison;60;2
803;2448;Appartement;46;2
804;2422;Appartement;46;2
805;2407;Appartement;51;2
806;2410;Appartement;102;5
807;2559;Appartement;92;4
808;2715;Appartement;30;2
809;2745;Appartement;26;1
810;2747;Appartement;40;2
811;2849;Appartement;72;3
812;2887;Appartement;23;1
813;2818;Appartement;40;2
814;2821;Appartement;66;3
815;2821;Appartement;56;2
816;2922;Appartement;62;3
817;2919;Appartement;51;2
818;2851;Maison;68;4
819;2848;Appartement;23;1
820;2830;Appartement;49;3
821;2825;Maison;78;4
822;2946;Appartement;74;3
823;2946;Appartement;65;3
824;2955;Appartement;108;5
825;2955;Appartement;23;2
826;2955;Appartement;27;2
827;2955;Appartement;21;1
828;2955;Appartement;43;2
829;2966;Appartement;58;2
830;2965;Appartement;42;2
831;2975;Appartement;39;2
832;2950;Appartement;45;3
833;2950;Maison;80;4
834;2947;Appartement;64;3
835;2952;Appartement;79;4
836;2952;Appartement;101;4
837;2962;Appartement;71;4
838;2968;Appartement;58;3
839;2944;Appartement;20;1
840;2944;Appartement;21;1
841;2954;Appartement;27;1
842;2954;Appartement;35;1
843;2941;Appartement;32;1
844;2942;Appartement;26;1
845;2942;Appartement;36;1
846;2943;Appartement;66;2
847;2972;Appartement;23;2
848;2983;Appartement;36;2
849;2986;Appartement;63;3
850;2992;Appartement;28;1
851;3010;Appartement;64;4
852;2990;Appartement;68;3
853;3000;Appartement;18;1
854;3062;Maison;90;5
855;3029;Appartement;75;5
856;3026;Maison;100;4
857;3064;Appartement;100;4
858;3050;Appartement;67;3
859;3024;Appartement;63;3
860;3021;Appartement;60;3
861;3021;Appartement;70;3
862;3061;Appartement;49;3
863;3146;Appartement;93;5
864;3078;Appartement;18;1
865;3109;Appartement;50;2
866;3069;Maison;96;5
867;3133;Appartement;70;3
868;3137;Appartement;91;5
869;3067;Maison;121;0
870;3139;Maison;88;5
871;3161;Appartement;37;2
872;9;Appartement;45;2
873;204;Appartement;34;2
874;205;Appartement;50;2
875;151;Appartement;89;3
876;151;Appartement;36;2
877;210;Appartement;26;2
878;211;Appartement;35;1
879;143;Appartement;15;1
880;143;Appartement;70;3
881;145;Appartement;41;2
882;203;Appartement;25;2
883;281;Appartement;25;1
884;300;Maison;31;2
885;326;Appartement;34;1
886;326;Appartement;64;3
887;331;Appartement;22;1
888;331;Appartement;50;3
889;330;Appartement;52;2
890;315;Appartement;69;3
891;313;Appartement;74;3
892;314;Appartement;60;3
893;323;Appartement;42;2
894;323;Appartement;56;3
895;324;Appartement;28;1
896;327;Appartement;26;1
897;327;Appartement;22;1
898;343;Appartement;76;4
899;342;Appartement;64;4
900;342;Appartement;94;5
901;371;Appartement;71;4
902;371;Appartement;30;1
903;369;Appartement;31;2
904;372;Appartement;33;2
905;368;Appartement;32;2
906;415;Appartement;116;4
907;472;Appartement;52;2
908;564;Maison;80;4
909;618;Appartement;68;3
910;616;Appartement;45;1
911;623;Maison;42;2
912;663;Appartement;38;1
913;666;Appartement;79;4
914;666;Appartement;80;4
915;698;Appartement;92;5
916;746;Appartement;33;2
917;730;Appartement;42;2
918;732;Appartement;60;3
919;729;Appartement;19;1
920;809;Appartement;28;1
921;796;Appartement;22;2
922;783;Appartement;36;2
923;783;Appartement;25;1
924;779;Appartement;76;4
925;779;Maison;48;3
926;813;Maison;83;4
927;822;Appartement;85;3
928;798;Appartement;85;4
929;800;Appartement;20;1
930;900;Appartement;36;2
931;901;Appartement;63;4
932;1011;Appartement;48;2
933;1012;Appartement;67;4
934;965;Appartement;41;2
935;965;Appartement;75;4
936;1036;Appartement;68;3
937;1035;Appartement;59;2
938;1054;Appartement;131;4
939;1054;Appartement;77;3
940;1097;Appartement;35;2
941;1098;Appartement;64;3
942;1124;Maison;95;4
943;1101;Appartement;19;2
944;1157;Appartement;51;4
945;1163;Appartement;25;1
946;1197;Appartement;45;2
947;1234;Appartement;37;1
948;1248;Appartement;121;6
949;1205;Appartement;28;2
950;1232;Appartement;62;3
951;1327;Appartement;50;3
952;1281;Appartement;65;4
953;1277;Appartement;160;6
954;1280;Appartement;62;3
955;1279;Appartement;28;1
956;1356;Appartement;137;5
957;1356;Appartement;89;3
958;1419;Appartement;80;4
959;1419;Appartement;98;5
960;1462;Appartement;35;2
961;1464;Maison;72;6
962;1482;Appartement;55;3
963;1596;Appartement;122;3
964;1688;Maison;56;2
965;1681;Appartement;60;3
966;1638;Appartement;46;3
967;1625;Appartement;172;5
968;1626;Appartement;72;3
969;1626;Appartement;100;4
970;1698;Appartement;34;2
971;1741;Appartement;48;2
972;1747;Appartement;84;4
973;1738;Appartement;63;2
974;1897;Appartement;32;2
975;1977;Appartement;83;4
976;1977;Maison;180;3
977;1915;Appartement;71;3
978;1911;Appartement;153;6
979;1913;Appartement;39;2
980;1913;Appartement;76;4
981;1927;Appartement;29;1
982;1910;Appartement;53;2
983;2084;Appartement;92;3
984;2089;Appartement;137;6
985;2085;Appartement;22;1
986;2164;Appartement;24;2
987;3196;Appartement;61;2
988;3196;Appartement;35;1
989;3214;Appartement;85;2
990;3214;Appartement;20;1
991;3214;Appartement;59;3
992;3213;Appartement;45;2
993;3202;Appartement;90;4
994;3201;Appartement;121;5
995;3203;Appartement;60;3
996;3203;Appartement;22;2
997;3203;Appartement;64;4
998;3204;Appartement;32;2
999;3207;Appartement;31;1
1000;3207;Appartement;30;2
1001;3207;Appartement;26;1
1002;3208;Appartement;140;4
1003;3208;Appartement;73;4
1004;3209;Appartement;56;4
1005;3209;Appartement;85;3
1006;3209;Appartement;24;1
1007;3209;Appartement;25;2
1008;3209;Appartement;30;2
1009;3210;Appartement;53;3
1010;3210;Appartement;52;2
1011;3210;Appartement;12;1
1012;3210;Appartement;54;3
1013;3210;Appartement;34;2
1014;3210;Appartement;64;3
1015;3210;Appartement;10;1
1016;3210;Appartement;16;1
1017;3210;Appartement;9;1
1018;3212;Appartement;52;3
1019;3211;Appartement;9;1
1020;2231;Appartement;54;2
1021;2228;Appartement;75;3
