Id_bien;Code_Commune;Type_Local;Surface_Bati;Nombre_Piece_Princ
8160;3203;Appartement;36;2
8161;3203;Appartement;35;2
8162;3203;Appartement;95;3
8163;3204;Appartement;72;4
8164;3206;Appartement;19;1
8165;3206;Appartement;40;2
8166;3207;Appartement;24;1
8167;3207;Appartement;43;1
8168;3207;Appartement;48;3
8169;3208;Appartement;71;3
8170;3209;Appartement;50;3
8171;3210;Appartement;28;2
8172;3212;Appartement;18;1
8173;3211;Appartement;15;1
8174;3211;Appartement;19;1
8175;3211;Appartement;14;1
8176;3211;Appartement;28;1
8177;2234;Appartement;89;3
8178;2348;Appartement;33;1
8179;2357;Appartement;102;5
8180;2345;Maison;89;4
8181;2341;Appartement;45;3
8182;2318;Appartement;66;3
8183;2288;Appartement;35;2
8184;2256;Appartement;92;5
8185;2402;Maison;100;5
8186;2344;Appartement;51;2
8187;2456;Appartement;67;3
8188;2456;Maison;95;5
8189;2461;Maison;67;4
8190;2509;Appartement;46;1
8191;2423;Appartement;54;3
8192;2443;Appartement;69;4
8193;2443;Appartement;62;3
8194;2496;Appartement;106;5
8195;2414;Appartement;68;3
8196;2426;Appartement;83;4
8197;2422;Appartement;69;3
8198;2425;Appartement;52;2
8199;2412;Appartement;72;3
8200;2454;Appartement;39;2
8201;2407;Appartement;33;2
8202;2421;Appartement;17;1
8203;2544;Appartement;70;3
8204;2581;Appartement;65;3
8205;2581;Appartement;46;2
8206;2649;Appartement;90;2
8207;2623;Appartement;19;1
8208;2626;Appartement;50;2
8209;2624;Appartement;30;2
8210;2627;Appartement;67;3
8211;2712;Appartement;48;2
8212;2732;Maison;46;2
8213;2731;Maison;73;3
8214;2715;Appartement;31;2
8215;2745;Appartement;81;4
8216;2745;Appartement;36;1
8217;2748;Appartement;39;2
8218;2747;Appartement;70;3
8219;2753;Appartement;36;2
8220;2849;Appartement;22;1
8221;2865;Appartement;72;4
8222;2850;Appartement;28;1
8223;2852;Appartement;30;1
8224;2876;Appartement;42;2
8225;2893;Appartement;30;1
8226;2932;Appartement;71;3
8227;2932;Appartement;76;3
8228;2863;Appartement;65;3
8229;2859;Maison;85;4
8230;2971;Appartement;28;1
8231;2948;Appartement;34;2
8232;2948;Appartement;30;1
8233;2955;Appartement;99;3
8234;2965;Appartement;76;4
8235;2945;Appartement;31;4
8236;2945;Appartement;38;2
8237;2945;Appartement;70;3
8238;2962;Appartement;62;3
8239;2944;Appartement;86;4
8240;2972;Appartement;52;2
8241;3008;Appartement;60;4
8242;2986;Appartement;58;3
8243;3016;Appartement;45;2
8244;3009;Appartement;50;2
8245;2987;Appartement;67;3
8246;2994;Appartement;60;4
8247;3014;Appartement;20;2
8248;2988;Appartement;61;3
8249;3023;Appartement;48;3
8250;3041;Maison;47;4
8251;3062;Appartement;27;1
8252;3029;Appartement;68;2
8253;3032;Appartement;67;3
8254;3032;Appartement;63;4
8255;3050;Maison;90;5
8256;3060;Appartement;33;1
8257;3021;Appartement;20;1
8258;3021;Appartement;58;3
8259;3057;Appartement;40;2
8260;3061;Appartement;55;2
8261;3061;Appartement;96;4
8262;3088;Maison;92;5
8263;3140;Appartement;85;4
8264;3134;Appartement;34;1
8265;3134;Appartement;62;3
8266;3133;Appartement;62;3
8267;3067;Appartement;92;5
8268;3168;Maison;103;4
8269;3185;Appartement;119;4
8270;3187;Appartement;38;2
8271;3187;Appartement;59;3
8272;9;Appartement;50;2
8273;27;Appartement;75;4
8274;23;Appartement;106;5
8275;20;Appartement;70;3
8276;6;Appartement;31;1
8277;62;Appartement;48;2
8278;95;Appartement;41;2
8279;97;Maison;79;5
8280;87;Appartement;87;4
8281;113;Appartement;17;1
8282;113;Appartement;35;1
8283;204;Appartement;46;2
8284;205;Appartement;32;1
8285;226;Appartement;28;2
8286;201;Appartement;46;2
8287;212;Appartement;30;2
8288;163;Appartement;18;1
8289;211;Appartement;31;1
8290;144;Appartement;25;1
8291;143;Appartement;100;4
8292;142;Appartement;75;3
8293;148;Appartement;18;1
8294;146;Appartement;25;2
8295;162;Appartement;60;2
8296;236;Appartement;47;2
8297;252;Appartement;53;3
8298;268;Appartement;71;3
8299;279;Appartement;44;2
8300;281;Appartement;28;2
8301;281;Appartement;28;2
8302;301;Appartement;15;1
8303;330;Appartement;70;3
8304;330;Appartement;40;2
8305;315;Appartement;105;3
8306;315;Appartement;42;1
8307;315;Appartement;16;1
8308;313;Appartement;37;2
8309;313;Appartement;56;2
8310;318;Appartement;65;3
8311;314;Appartement;30;1
8312;324;Appartement;35;1
8313;324;Appartement;23;1
8314;322;Appartement;92;3
8315;327;Appartement;84;5
8316;327;Appartement;31;1
8317;325;Appartement;91;5
8318;325;Appartement;51;3
8319;342;Appartement;49;2
8320;319;Appartement;31;2
8321;393;Appartement;29;2
8322;408;Appartement;42;2
8323;465;Appartement;31;1
8324;431;Appartement;48;2
8325;470;Appartement;98;4
8326;480;Appartement;68;3
8327;513;Maison;117;5
8328;564;Appartement;92;4
8329;566;Appartement;58;3
8330;618;Appartement;94;4
8331;616;Appartement;35;1
8332;635;Maison;22;1
8333;640;Appartement;89;3
8334;666;Appartement;37;1
8335;666;Appartement;20;1
8336;666;Appartement;67;3
8337;748;Appartement;40;2
8338;732;Appartement;53;2
8339;729;Appartement;67;3
8340;731;Appartement;75;2
8341;732;Appartement;63;3
8342;729;Appartement;64;3
8343;783;Appartement;14;1
8344;783;Appartement;51;2
8345;877;Appartement;25;2
8346;798;Appartement;68;4
8347;924;Maison;63;2
8348;885;Maison;108;6
8349;885;Appartement;72;4
8350;888;Appartement;57;2
8351;968;Appartement;44;2
8352;972;Appartement;66;3
8353;1054;Appartement;57;2
8354;1054;Appartement;40;1
8355;1058;Appartement;96;4
8356;1172;Appartement;38;2
8357;1172;Appartement;74;3
8358;1158;Maison;79;4
8359;1158;Appartement;68;3
8360;1163;Appartement;41;2
8361;1199;Maison;60;3
8362;1196;Appartement;54;3
8363;1224;Appartement;80;3
8364;1257;Appartement;64;2
8365;1214;Appartement;85;3
8366;1280;Maison;181;7
8367;1280;Appartement;49;2
8368;1279;Appartement;27;1
8369;1326;Appartement;80;3
8370;1326;Appartement;36;2
8371;1301;Appartement;38;1
8372;1361;Maison;103;4
8373;1419;Appartement;59;3
8374;1418;Appartement;28;1
8375;1425;Appartement;42;2
8376;1507;Appartement;65;3
8377;1511;Appartement;43;2
8378;1639;Appartement;69;3
8379;1625;Appartement;90;3
8380;1650;Appartement;50;2
8381;1667;Appartement;42;2
8382;1642;Appartement;60;3
8383;1669;Appartement;40;2
8384;1669;Appartement;41;2
8385;1654;Appartement;55;2
8386;1698;Appartement;82;4
8387;1741;Appartement;51;3
8388;1802;Appartement;50;3
8389;1885;Maison;75;4
8390;1985;Appartement;62;3
8391;1912;Maison;100;4
8392;1955;Appartement;72;4
8393;1955;Appartement;27;1
8394;1914;Appartement;19;1
8395;1913;Appartement;15;1
8396;1913;Appartement;46;2
8397;1908;Appartement;60;2
8398;2124;Appartement;48;2
8399;2181;Appartement;53;2
8400;2157;Appartement;68;3
8401;3196;Appartement;85;3
8402;3214;Appartement;21;1
8403;3200;Appartement;44;2
8404;3198;Appartement;31;2
8405;3198;Appartement;20;1
8406;3201;Appartement;40;3
8407;3201;Appartement;50;3
8408;3203;Appartement;54;3
8409;3203;Appartement;8;1
8410;3203;Appartement;69;3
8411;3203;Appartement;27;1
8412;3203;Appartement;14;1
8413;3203;Appartement;70;3
8414;3204;Appartement;64;3
8415;3204;Appartement;25;1
8416;3205;Appartement;34;3
8417;3205;Appartement;29;1
8418;3205;Appartement;20;1
8419;3205;Appartement;38;2
8420;3205;Appartement;106;5
8421;3206;Appartement;72;3
8422;3206;Appartement;44;2
8423;3206;Appartement;42;2
8424;3207;Appartement;44;1
8425;3207;Appartement;42;2
8426;3207;Appartement;48;3
8427;3207;Appartement;56;3
8428;3207;Appartement;119;5
8429;3208;Appartement;112;5
8430;3208;Appartement;80;3
8431;3208;Appartement;74;4
8432;3208;Appartement;41;2
8433;3209;Appartement;222;7
8434;3209;Appartement;20;2
8435;3209;Appartement;75;3
8436;3210;Appartement;17;1
8437;3210;Appartement;23;1
8438;3210;Appartement;30;2
8439;3212;Appartement;30;2
8440;3211;Appartement;11;1
8441;2236;Appartement;91;3
8442;2230;Appartement;84;4
8443;2365;Maison;97;5
8444;2292;Appartement;56;3
8445;2362;Appartement;34;1
8446;2446;Appartement;59;3
8447;2430;Appartement;116;5
8448;2420;Appartement;98;5
8449;2512;Maison;221;7
8450;2411;Appartement;31;1
8451;2448;Maison;186;7
8452;2445;Appartement;83;5
8453;2447;Appartement;38;1
8454;2439;Maison;110;4
8455;2425;Appartement;34;2
8456;2412;Appartement;49;2
8457;2407;Appartement;20;0
8458;2407;Appartement;43;2
8459;2407;Appartement;48;3
8460;2410;Appartement;41;1
8461;2514;Appartement;48;2
8462;2557;Appartement;38;2
8463;2566;Appartement;90;3
8464;2633;Appartement;44;2
8465;2642;Appartement;46;2
8466;2649;Appartement;53;3
8467;2626;Appartement;74;4
8468;2658;Appartement;99;5
8469;2688;Appartement;32;2
8470;2663;Appartement;45;2
8471;2692;Appartement;60;2
8472;2701;Appartement;78;2
8473;2720;Appartement;20;1
8474;2731;Appartement;47;2
8475;2715;Appartement;30;2
8476;2735;Appartement;34;2
8477;2745;Appartement;61;4
8478;2746;Appartement;61;2
8479;2926;Maison;80;4
8480;2819;Appartement;65;3
8481;2871;Appartement;44;2
8482;2889;Appartement;51;2
8483;2922;Appartement;84;3
8484;2852;Appartement;43;2
8485;2854;Maison;90;4
8486;2923;Appartement;28;2
8487;2828;Appartement;82;4
8488;2848;Appartement;19;1
8489;2833;Appartement;52;3
8490;2971;Appartement;72;3
8491;2948;Appartement;112;3
8492;2975;Appartement;24;1
8493;2957;Appartement;74;3
8494;2947;Appartement;53;3
8495;2967;Appartement;98;4
8496;2967;Appartement;54;3
8497;2967;Appartement;89;4
8498;2977;Maison;120;5
8499;2941;Appartement;45;2
8500;2941;Appartement;41;3
8501;2942;Appartement;56;3
8502;3011;Maison;66;3
8503;2980;Appartement;14;1
8504;3012;Appartement;25;1
8505;3012;Appartement;52;2
8506;2984;Appartement;84;3
8507;2988;Appartement;22;1
8508;2988;Appartement;36;2
8509;2988;Appartement;63;3
8510;3001;Appartement;28;2
8511;3023;Appartement;29;1
8512;3066;Maison;96;5
8513;3046;Appartement;60;3
8514;3033;Appartement;65;4
8515;3026;Appartement;38;2
8516;3040;Appartement;58;3
8517;3063;Appartement;66;3
8518;3146;Appartement;71;4
8519;3134;Appartement;79;4
8520;3121;Appartement;41;2
8521;3133;Appartement;64;4
8522;3070;Appartement;82;4
8523;3164;Appartement;109;5
8524;3168;Appartement;69;3
8525;3162;Appartement;34;2
8526;3180;Appartement;76;3
8527;3184;Appartement;34;2
8528;15;Appartement;39;2
8529;64;Maison;145;4
8530;64;Appartement;49;3
8531;79;Appartement;30;1
8532;95;Appartement;42;2
8533;97;Appartement;84;5
8534;204;Appartement;29;1
8535;166;Appartement;61;3
8536;151;Appartement;34;2
8537;226;Maison;21;1
8538;226;Maison;132;5
8539;209;Appartement;35;2
8540;209;Appartement;55;2
8541;201;Appartement;16;1
8542;201;Appartement;27;1
8543;212;Appartement;90;4
8544;149;Appartement;40;2
8545;142;Appartement;61;3
8546;142;Appartement;44;2
8547;142;Appartement;66;4
8548;142;Appartement;27;1
8549;179;Appartement;75;3
8550;228;Appartement;61;3
8551;230;Appartement;89;3
8552;165;Appartement;45;3
8553;227;Appartement;52;3
8554;227;Appartement;30;1
8555;152;Appartement;30;1
8556;233;Appartement;83;5
8557;251;Appartement;82;3
8558;280;Appartement;104;5
8559;281;Appartement;44;2
8560;281;Maison;62;4
8561;302;Appartement;91;4
8562;347;Appartement;50;2
8563;347;Appartement;99;4
8564;326;Appartement;69;4
8565;315;Appartement;72;3
8566;322;Appartement;57;3
8567;322;Appartement;35;1
8568;327;Appartement;98;3
8569;327;Appartement;78;3
8570;343;Appartement;64;3
8571;342;Appartement;164;6
8572;342;Appartement;40;2
8573;371;Appartement;38;2
8574;371;Appartement;24;1
8575;382;Appartement;33;2
8576;390;Appartement;37;2
8577;438;Appartement;44;3
8578;468;Appartement;58;2
8579;495;Appartement;59;3
8580;529;Appartement;77;3
8581;522;Appartement;35;2
8582;513;Appartement;74;4
8583;564;Appartement;38;2
8584;601;Appartement;57;2
8585;601;Appartement;55;3
8586;618;Appartement;35;2
8587;626;Maison;60;3
8588;626;Appartement;32;2
8589;626;Appartement;45;3
8590;666;Appartement;70;4
8591;746;Appartement;105;5
8592;809;Appartement;89;4
8593;829;Maison;65;4
8594;820;Maison;91;4
8595;797;Appartement;59;3
8596;808;Appartement;48;2
8597;796;Appartement;71;4
8598;814;Appartement;50;2
8599;815;Appartement;44;2
8600;799;Appartement;106;5
8601;799;Appartement;44;2
8602;836;Appartement;38;2
8603;819;Appartement;94;6
8604;798;Appartement;59;3
8605;835;Maison;63;3
8606;800;Appartement;20;1
8607;802;Maison;79;5
8608;802;Appartement;62;4
8609;923;Appartement;64;3
8610;907;Appartement;64;3
8611;907;Appartement;76;4
8612;901;Appartement;110;4
8613;926;Maison;89;4
8614;1009;Appartement;50;2
8615;1015;Appartement;85;4
8616;1004;Appartement;64;3
8617;965;Appartement;53;3
8618;965;Appartement;64;3
8619;965;Appartement;44;2
8620;1028;Appartement;47;1
8621;1037;Appartement;60;3
8622;1035;Appartement;60;2
8623;1105;Appartement;29;1
8624;1061;Appartement;74;4
8625;1076;Appartement;79;4
8626;1102;Appartement;19;1
8627;1144;Appartement;38;2
8628;1136;Appartement;50;3
8629;1172;Appartement;48;2
8630;1254;Appartement;40;2
8631;1237;Appartement;59;2
8632;1346;Maison;24;2
8633;1295;Appartement;38;2
8634;1280;Appartement;38;1
8635;1277;Appartement;45;2
8636;1279;Appartement;60;3
8637;1279;Appartement;19;1
8638;1279;Appartement;19;1
8639;1325;Appartement;37;2
8640;1297;Appartement;24;1
8641;1326;Appartement;47;3
8642;1278;Appartement;67;3
8643;1278;Appartement;42;2
8644;1356;Appartement;36;2
8645;1355;Appartement;48;2
8646;1396;Appartement;30;1
8647;1420;Appartement;63;3
8648;1466;Appartement;112;5
8649;1457;Appartement;29;2
8650;1512;Appartement;63;3
8651;1518;Appartement;27;1
8652;1587;Appartement;45;2
8653;1641;Appartement;73;3
8654;1627;Appartement;177;5
8655;1653;Appartement;53;2
8656;1741;Appartement;91;3
8657;1721;Appartement;50;2
8658;1732;Appartement;64;4
8659;1912;Appartement;57;2
8660;1986;Maison;80;4
8661;1975;Appartement;69;3
8662;1989;Appartement;19;1
8663;1980;Appartement;50;2
8664;1906;Appartement;14;1
8665;1906;Appartement;124;4
8666;1908;Appartement;37;1
8667;1908;Appartement;36;1
8668;1910;Appartement;18;1
8669;2061;Appartement;18;1
8670;2065;Appartement;20;2
8671;2098;Appartement;58;2
8672;2125;Appartement;23;1
8673;2167;Appartement;24;2
8674;3195;Appartement;10;1
8675;3195;Appartement;132;6
8676;3195;Appartement;16;1
8677;3195;Appartement;15;1
8678;3213;Appartement;64;3
8679;3200;Appartement;55;2
8680;3199;Appartement;26;1
8681;3199;Appartement;214;7
8682;3202;Appartement;32;1
8683;3202;Appartement;48;3
8684;3201;Appartement;90;4
8685;3203;Appartement;30;2
8686;3203;Appartement;31;2
8687;3203;Appartement;20;1
8688;3203;Appartement;50;2
8689;3204;Appartement;38;2
8690;3205;Appartement;38;2
8691;3205;Appartement;15;1
8692;3205;Appartement;21;1
8693;3206;Appartement;66;3
8694;3206;Appartement;53;2
8695;3207;Appartement;30;1
8696;3207;Appartement;21;2
8697;3208;Appartement;90;3
8698;3208;Appartement;56;2
8699;3209;Appartement;57;3
8700;3209;Appartement;50;1
8701;3210;Appartement;69;3
8702;3210;Appartement;30;3
8703;3210;Appartement;44;2
8704;3210;Appartement;20;2
8705;3210;Appartement;50;3
8706;3210;Appartement;43;2
8707;3210;Appartement;23;2
8708;3211;Appartement;63;3
8709;2228;Appartement;77;3
8710;2234;Maison;43;3
8711;2266;Maison;274;8
8712;2348;Appartement;75;4
8713;2366;Appartement;73;3
8714;2376;Appartement;61;3
8715;2363;Appartement;52;2
8716;2284;Appartement;45;2
8717;2296;Appartement;20;1
8718;2343;Appartement;46;2
8719;2344;Appartement;101;5
8720;2257;Appartement;54;3
8721;2373;Appartement;40;2
8722;2409;Appartement;69;3
8723;2461;Maison;74;4
8724;2453;Appartement;30;1
8725;2431;Appartement;36;3
8726;2443;Maison;56;2
8727;2414;Appartement;67;3
8728;2424;Appartement;98;4
8729;2420;Appartement;47;3
8730;2495;Appartement;23;1
8731;2422;Appartement;70;3
8732;2500;Appartement;38;1
8733;2500;Appartement;42;2
8734;2413;Appartement;60;3
8735;2451;Maison;68;4
8736;2531;Appartement;82;5
8737;2535;Appartement;70;2
8738;2539;Appartement;19;1
8739;2536;Appartement;18;1
8740;2546;Appartement;41;2
8741;2634;Appartement;19;2
8742;2638;Appartement;71;3
8743;2650;Appartement;76;3
8744;2645;Maison;172;7
8745;2577;Appartement;37;2
8746;2640;Appartement;55;3
8747;2642;Appartement;32;2
8748;2631;Appartement;30;1
8749;2635;Appartement;25;1
8750;2635;Appartement;23;1
8751;2623;Appartement;39;2
8752;2626;Maison;170;6
8753;2626;Appartement;52;2
8754;2626;Maison;157;4
8755;2651;Appartement;83;3
8756;2625;Appartement;23;1
8757;2664;Maison;123;5
8758;2718;Appartement;27;2
8759;2788;Appartement;57;3
8760;2757;Appartement;80;3
8761;2878;Maison;81;5
8762;2818;Appartement;32;2
8763;2818;Appartement;32;2
8764;2841;Appartement;65;3
8765;2935;Maison;179;5
8766;2853;Appartement;52;2
8767;2853;Appartement;78;4
8768;2854;Appartement;54;3
8769;2861;Appartement;66;4
8770;2861;Appartement;78;4
8771;2894;Maison;95;4
8772;2868;Appartement;53;2
8773;2971;Appartement;63;3
8774;2971;Appartement;70;4
8775;2971;Appartement;28;1
8776;2976;Appartement;73;4
8777;2955;Appartement;34;2
8778;2955;Appartement;34;1
8779;2955;Appartement;21;1
8780;2970;Appartement;91;4
8781;2945;Appartement;85;4
8782;2945;Appartement;62;2
8783;2967;Appartement;60;3
8784;2977;Appartement;39;2
8785;2974;Appartement;41;2
8786;2974;Appartement;49;2
8787;2974;Appartement;63;3
8788;2941;Appartement;42;2
8789;2941;Appartement;33;1
8790;2943;Appartement;65;3
8791;2963;Appartement;41;2
8792;3006;Maison;80;3
8793;3004;Appartement;56;3
8794;2980;Appartement;50;2
8795;3005;Appartement;29;1
8796;3016;Appartement;40;2
8797;3009;Appartement;76;3
8798;2978;Appartement;35;2
8799;3014;Appartement;68;3
8800;2990;Appartement;33;2
8801;2990;Appartement;38;2
8802;3018;Appartement;38;1
8803;3052;Appartement;34;2
8804;3029;Appartement;68;3
8805;3038;Appartement;78;4
8806;3033;Appartement;26;1
8807;3033;Appartement;39;2
8808;3064;Appartement;141;4
8809;3064;Appartement;105;3
8810;3032;Appartement;62;4
8811;3028;Appartement;45;2
8812;3028;Appartement;44;2
8813;3022;Appartement;76;3
8814;3024;Appartement;38;2
8815;3065;Appartement;70;4
8816;3021;Appartement;62;3
8817;3021;Appartement;70;4
8818;3035;Appartement;86;4
8819;3031;Appartement;17;1
8820;3061;Appartement;54;3
8821;3155;Appartement;56;3
8822;3144;Appartement;87;4
8823;3146;Appartement;31;2
8824;3092;Maison;85;4
8825;3078;Appartement;38;2
8826;3143;Appartement;91;4
8827;3134;Appartement;72;4
8828;3134;Appartement;95;5
8829;3075;Maison;84;3
8830;3075;Maison;90;5
8831;3075;Appartement;36;2
8832;3106;Maison;67;3
8833;3070;Appartement;32;2
8834;3166;Maison;66;4
8835;3165;Appartement;38;2
8836;3179;Appartement;22;1
8837;10;Appartement;51;2
8838;4;Appartement;39;1
8839;25;Maison;102;4
8840;54;Maison;80;4
8841;65;Appartement;81;4
8842;83;Appartement;27;1
8843;81;Appartement;51;2
8844;79;Appartement;23;2
8845;97;Appartement;31;1
8846;77;Appartement;85;2
8847;98;Appartement;36;2
8848;204;Appartement;88;4
8849;204;Appartement;63;2
8850;205;Appartement;51;2
8851;151;Appartement;72;3
8852;151;Appartement;72;3
8853;149;Appartement;18;2
8854;149;Appartement;60;3
8855;202;Appartement;68;3
8856;143;Appartement;30;2
8857;143;Appartement;59;4
8858;142;Appartement;23;1
8859;148;Maison;102;5
8860;182;Appartement;32;2
8861;150;Appartement;19;1
8862;146;Maison;83;3
8863;203;Appartement;46;2
8864;203;Appartement;46;3
8865;162;Appartement;45;2
8866;162;Appartement;15;1
8867;154;Appartement;33;1
8868;253;Appartement;55;3
8869;252;Appartement;78;3
8870;243;Maison;70;3
8871;260;Appartement;73;3
8872;278;Maison;71;3
8873;329;Appartement;38;2
8874;331;Maison;66;4
8875;331;Appartement;52;2
8876;315;Appartement;45;2
8877;315;Appartement;78;3
8878;315;Appartement;22;1
8879;313;Appartement;34;2
8880;313;Appartement;31;1
8881;318;Appartement;25;1
8882;314;Appartement;60;4
8883;314;Appartement;60;4
8884;314;Appartement;32;2
8885;324;Appartement;18;1
8886;327;Appartement;30;1
8887;327;Appartement;60;3
8888;327;Appartement;101;4
8889;327;Appartement;76;4
8890;327;Appartement;88;3
8891;327;Appartement;78;4
8892;327;Appartement;60;2
8893;325;Appartement;90;4
8894;321;Appartement;18;1
8895;342;Maison;100;4
8896;319;Appartement;54;3
8897;363;Appartement;19;1
8898;371;Appartement;32;1
8899;372;Maison;192;5
8900;375;Appartement;37;2
8901;368;Appartement;40;3
8902;368;Appartement;34;2
8903;370;Appartement;26;2
8904;370;Appartement;31;2
8905;382;Appartement;32;2
8906;394;Appartement;16;1
8907;411;Appartement;23;1
8908;392;Appartement;55;3
8909;392;Appartement;43;2
8910;390;Appartement;89;4
8911;390;Appartement;93;4
8912;415;Appartement;38;1
8913;415;Appartement;43;2
8914;435;Appartement;41;2
8915;431;Appartement;42;2
8916;440;Maison;81;3
8917;491;Appartement;76;4
8918;485;Appartement;70;4
8919;515;Appartement;36;2
8920;524;Maison;40;2
8921;566;Appartement;88;4
8922;586;Appartement;54;3
8923;601;Appartement;110;5
8924;601;Maison;87;4
8925;601;Appartement;50;2
8926;601;Appartement;36;1
8927;664;Appartement;36;3
8928;663;Appartement;20;1
8929;666;Appartement;22;1
8930;666;Appartement;47;2
8931;666;Appartement;40;2
8932;730;Appartement;44;2
8933;732;Appartement;59;3
8934;731;Appartement;24;1
8935;751;Appartement;63;3
8936;817;Maison;71;3
8937;809;Appartement;26;1
8938;843;Maison;83;4
8939;797;Appartement;74;4
8940;783;Appartement;49;2
8941;783;Appartement;63;3
8942;779;Appartement;85;4
8943;784;Appartement;62;3
8944;779;Appartement;58;3
8945;788;Maison;73;4
8946;786;Maison;32;3
8947;819;Appartement;62;3
8948;798;Appartement;75;5
8949;781;Appartement;62;3
8950;792;Maison;81;4
8951;800;Appartement;21;1
8952;800;Appartement;20;1
8953;823;Maison;92;4
8954;947;Appartement;27;2
8955;904;Appartement;31;1
8956;945;Appartement;111;5
8957;900;Appartement;38;2
8958;900;Maison;126;5
8959;910;Appartement;64;2
8960;886;Appartement;177;4
8961;887;Appartement;38;1
8962;922;Maison;108;5
8963;901;Appartement;58;2
8964;1014;Appartement;56;4
8965;975;Appartement;63;3
8966;985;Appartement;62;3
8967;989;Appartement;34;1
8968;973;Appartement;99;5
8969;1010;Appartement;53;2
8970;1010;Appartement;43;2
8971;1034;Appartement;51;2
8972;1061;Appartement;60;3
8973;1061;Appartement;57;1
8974;1103;Appartement;65;4
8975;1054;Appartement;92;4
8976;1054;Appartement;92;3
8977;1054;Appartement;71;4
8978;1064;Appartement;65;3
8979;1172;Appartement;70;3
8980;1174;Appartement;46;2
8981;1174;Appartement;62;4
8982;1185;Appartement;25;3
8983;1182;Appartement;61;3
8984;1161;Appartement;51;3
8985;1161;Appartement;21;1
8986;1164;Appartement;50;2
8987;1164;Appartement;25;1
8988;1173;Appartement;72;3
8989;1173;Appartement;38;2
8990;1176;Appartement;52;2
8991;1165;Appartement;80;4
8992;1197;Appartement;49;2
8993;1196;Appartement;58;3
8994;1223;Maison;88;5
8995;1249;Appartement;106;4
8996;1220;Maison;92;4
8997;1222;Appartement;45;2
8998;1222;Appartement;83;4
8999;1237;Appartement;45;1
9000;1214;Appartement;75;3
9001;1206;Appartement;81;3
9002;1225;Appartement;91;4
9003;1263;Appartement;70;2
9004;1346;Maison;98;5
9005;1347;Appartement;34;2
9006;1347;Appartement;44;2
9007;1347;Appartement;60;3
9008;1347;Appartement;60;3
9009;1347;Appartement;44;2
9010;1344;Maison;80;4
9011;1283;Appartement;66;3
9012;1279;Appartement;53;2
9013;1279;Maison;77;4
9014;1280;Appartement;65;3
9015;1277;Appartement;73;3
9016;1343;Appartement;35;1
9017;1343;Maison;90;5
9018;1343;Maison;77;4
9019;1315;Appartement;28;1
9020;1282;Appartement;81;4
9021;1326;Appartement;45;1
9022;1284;Appartement;50;2
9023;1357;Maison;80;4
9024;1357;Appartement;24;1
9025;1356;Appartement;42;2
9026;1389;Appartement;25;1
9027;1394;Appartement;42;2
9028;1396;Appartement;38;2
9029;1419;Appartement;80;4
9030;1418;Appartement;33;1
9031;1435;Appartement;21;1
9032;1421;Appartement;62;3
9033;1458;Appartement;47;2
9034;1462;Appartement;40;2
9035;1489;Appartement;64;4
9036;1502;Appartement;48;2
9037;1509;Appartement;37;2
9038;1519;Appartement;53;2
9039;1512;Appartement;76;4
9040;1521;Appartement;71;3
9041;1513;Appartement;73;5
9042;1585;Appartement;69;4
9043;1655;Appartement;115;5
9044;1639;Appartement;43;1
9045;1625;Appartement;85;3
9046;1627;Appartement;92;4
9047;1628;Appartement;31;1
9048;1656;Appartement;73;3
9049;1739;Appartement;106;5
9050;1704;Maison;83;4
9051;1718;Appartement;27;2
9052;1719;Appartement;53;2
9053;1719;Appartement;30;1
9054;1807;Appartement;34;1
9055;1807;Appartement;61;3
9056;1805;Maison;152;4
9057;1876;Appartement;35;2
9058;1899;Appartement;41;2
9059;2017;Maison;84;4
9060;1912;Maison;91;4
9061;1939;Maison;98;5
9062;1913;Appartement;67;3
9063;1906;Appartement;130;4
9064;1906;Appartement;168;4
9065;1909;Appartement;26;1
9066;1910;Appartement;40;2
9067;2031;Appartement;137;4
9068;2041;Appartement;102;4
9069;2038;Appartement;17;1
9070;2067;Appartement;53;2
9071;2065;Appartement;64;3
9072;2168;Appartement;18;1
9073;2125;Appartement;34;1
9074;2172;Appartement;69;3
9075;2166;Appartement;12;1
9076;3196;Appartement;49;2
9077;3196;Appartement;62;2
9078;3214;Appartement;53;2
9079;3214;Appartement;28;1
9080;3195;Appartement;15;1
9081;3213;Appartement;35;1
9082;3200;Appartement;48;2
9083;3200;Appartement;30;2
9084;3198;Appartement;28;1
9085;3198;Appartement;46;2
9086;3199;Appartement;40;1
9087;3199;Appartement;76;3
9088;3199;Appartement;44;2
9089;3197;Appartement;84;3
9090;3202;Appartement;65;3
9091;3202;Appartement;79;3
9092;3202;Appartement;42;2
9093;3201;Appartement;43;3
9094;3201;Appartement;116;4
9095;3203;Appartement;26;2
9096;3203;Appartement;29;2
9097;3204;Appartement;42;3
9098;3204;Appartement;32;2
9099;3204;Appartement;35;2
9100;3204;Appartement;68;4
9101;3205;Appartement;21;1
9102;3205;Appartement;62;3
9103;3206;Appartement;91;3
9104;3206;Appartement;54;3
9105;3207;Appartement;45;2
9106;3207;Appartement;60;3
9107;3207;Appartement;40;2
9108;3207;Appartement;49;2
9109;3207;Appartement;29;2
9110;3207;Appartement;100;4
9111;3207;Appartement;30;2
9112;3208;Appartement;77;3
9113;3208;Appartement;48;2
9114;3208;Appartement;131;5
9115;3209;Appartement;52;2
9116;3209;Appartement;30;2
